Date           Open    High    Low     Close   Volume        Vol in 1Adj Close
     12/12/1969   90.52   91.67   90.05   90.81      11630000    1163   90.81
     12/15/1969   90.81   91.42   89.96   90.54      11100000    1110   90.54
     12/16/1969   90.54   91.05   89.23   89.72      11880000    1188   89.72
     12/17/1969   89.72   90.32   88.94    89.2      12840000    1284    89.2
     12/18/1969    89.2   91.15   88.62   90.61      15950000    1595   90.61
     12/19/1969   90.61   92.34   90.33   91.38      15420000    1542   91.38
     12/22/1969   91.38   92.03    90.1   90.58      12680000    1268   90.58
     12/23/1969   90.58   91.13    89.4   90.23      13890000    1389   90.23
     12/24/1969   90.23   91.89   89.93   91.18      11670000    1167   91.18
     12/26/1969   91.18    92.3   90.94   91.89       6750000     675   91.89
     12/29/1969   91.89   92.49   90.66   91.25      12500000    1250   91.25
     12/30/1969   91.25    92.2   90.47    91.6      15790000    1579    91.6
     12/31/1969    91.6   92.94   91.15   92.06      19380000    1938   92.06
       1/2/1970   92.06   93.54   91.79      93       8050000     805      93
       1/5/1970      93   94.25   92.53   93.46      11490000    1149   93.46
       1/6/1970   93.46   93.81   92.13   92.82      11460000    1146   92.82
       1/7/1970   92.82   93.38   91.93   92.63      10010000    1001   92.63
       1/8/1970   92.63   93.47   91.99   92.68      10670000    1067   92.68
       1/9/1970   92.68   93.25   91.82    92.4       9380000     938    92.4
      1/12/1970    92.4   92.67    91.2    91.7       8900000     890    91.7
      1/13/1970    91.7   92.61   90.99   91.92       9870000     987   91.92
      1/14/1970   91.92    92.4   90.88   91.65      10380000    1038   91.65
      1/15/1970   91.65   92.35   90.73   91.68      11120000    1112   91.68
      1/16/1970   91.68   92.49   90.36   90.92      11940000    1194   90.92
      1/19/1970   90.72   90.72   89.14   89.65       9500000     950   89.65
      1/20/1970   89.65   90.45   88.64   89.83      11050000    1105   89.83
      1/21/1970   89.83   90.61    89.2   89.95       9880000     988   89.95
      1/22/1970   89.95    90.8    89.2   90.04      11050000    1105   90.04
      1/23/1970   90.04   90.45   88.74   89.37      11000000    1100   89.37
      1/26/1970   89.23   89.23   87.49   88.17      10670000    1067   88.17
      1/27/1970   88.17   88.54   86.92   87.62       9630000     963   87.62
      1/28/1970   87.62   88.24   86.44   86.79      10510000    1051   86.79
      1/29/1970   86.79   87.09   85.02   85.69      12210000    1221   85.69
      1/30/1970   85.69   86.33   84.42   85.02      12320000    1232   85.02
       2/2/1970   85.02   86.76   84.76   85.75      13440000    1344   85.75
       2/3/1970   85.75   87.54   84.64   86.77      16050000    1605   86.77
       2/4/1970   86.77   87.66   85.59   86.24      11040000    1104   86.24
       2/5/1970   86.24   86.62   84.95    85.9       9430000     943    85.9
       2/6/1970    85.9   86.88   85.23   86.33      10150000    1015   86.33
       2/9/1970   86.33   87.85   86.16   87.01      10830000    1083   87.01
      2/10/1970   87.01    87.4   85.58    86.1      10110000    1011    86.1
      2/11/1970    86.1   87.38    85.3   86.94      12260000    1226   86.94
      2/12/1970   86.94   87.54   85.93   86.73      10010000    1001   86.73
      2/13/1970   86.73    87.3   85.71   86.54      11060000    1106   86.54
      2/16/1970   86.54    87.3    85.8   86.47      19780000    1978   86.47
      2/17/1970   86.47   87.08   85.57   86.37      10140000    1014   86.37
      2/18/1970   86.37   88.07   86.19   87.44      11950000    1195   87.44
      2/19/1970   87.44    88.7   86.94   87.76      12890000    1289   87.76
      2/20/1970   87.76   88.74   86.87   88.03      10790000    1079   88.03
      2/24/1970   88.03   88.91   87.28   87.99      10810000    1081   87.99
      2/25/1970   87.99    89.8   87.11   89.35      13210000    1321   89.35
      2/26/1970   89.35   89.63   87.63    88.9      11540000    1154    88.9
      2/27/1970    88.9   90.33   88.42    89.5      12890000    1289    89.5
       3/2/1970    89.5    90.8   88.92   89.71      12270000    1227   89.71
       3/3/1970   89.71   90.67   88.96   90.23      11700000    1170   90.23
       3/4/1970   90.23   91.05   89.32   90.04      11850000    1185   90.04
       3/5/1970   90.04   90.99   89.38      90      11370000    1137      90
       3/6/1970      90   90.36   88.84   89.44      10980000    1098   89.44
       3/9/1970   89.43   89.43   87.94   88.51       9760000     976   88.51
      3/10/1970   88.51   89.41   87.89   88.75       9450000     945   88.75
      3/11/1970   88.75   89.58   88.11   88.69       9180000     918   88.69
      3/12/1970   88.69   89.09   87.68   88.33       9140000     914   88.33
      3/13/1970   88.33   89.43   87.29   87.86       9560000     956   87.86
      3/16/1970   87.86   87.97   86.39   86.91       8910000     891   86.91
      3/17/1970   86.91   87.86   86.36   87.29       9090000     909   87.29
      3/18/1970   87.29   88.28   86.93   87.54       9790000     979   87.54
      3/19/1970   87.54    88.2   86.88   87.42       8930000     893   87.42
      3/20/1970   87.42   87.77   86.43   87.06       7910000     791   87.06
      3/23/1970   87.06   87.64   86.19   86.99       7330000     733   86.99
      3/24/1970   86.99   88.43    86.9   87.98       8840000     884   87.98
      3/25/1970   88.11   91.07   88.11   89.77      17500000    1750   89.77
      3/26/1970   89.77   90.65   89.18   89.92      11350000    1135   89.92
      3/30/1970   89.92   90.41   88.91   89.63       9600000     960   89.63
      3/31/1970   89.63   90.17   88.85   89.63       8370000     837   89.63
       4/1/1970   89.63   90.62    89.3   90.07       9810000     981   90.07
       4/2/1970   90.07    90.7   89.28   89.79      10520000    1052   89.79
       4/3/1970   89.79   90.16   88.81   89.39       9920000     992   89.39
       4/6/1970   89.39   89.61   88.15   88.76       8380000     838   88.76
       4/7/1970   88.76   89.31   87.94   88.52       8490000     849   88.52
       4/8/1970   88.52   89.09   87.83   88.49       9070000     907   88.49
       4/9/1970   88.49   89.32   87.96   88.53       9060000     906   88.53
      4/10/1970   88.53   89.14   87.82   88.24      10020000    1002   88.24
      4/13/1970   88.24   88.67   87.15   87.64       8810000     881   87.64
      4/14/1970   87.64   87.73   86.01   86.89      10840000    1084   86.89
      4/15/1970   86.89   87.71   86.53   86.73       9410000     941   86.73
      4/16/1970   86.73   87.13   85.51   85.88      10250000    1025   85.88
      4/17/1970   85.88   86.36   84.75   85.67      10990000    1099   85.67
      4/20/1970   85.67   86.36   84.99   85.83       8280000     828   85.83
      4/21/1970   85.83   86.54   84.99   85.38       8490000     849   85.38
      4/22/1970   85.38   85.51   83.84   84.27      10780000    1078   84.27
      4/23/1970   84.27    84.3   82.61   83.04      11050000    1105   83.04
      4/24/1970   83.04   83.62   81.96   82.77      10410000    1041   82.77
      4/27/1970   82.77   83.08   81.08   81.46      10240000    1024   81.46
      4/28/1970   81.46   82.16   79.86   80.27      12620000    1262   80.27
      4/29/1970   80.27   83.23   79.31   81.81      15800000    1580   81.81
      4/30/1970   81.81   82.57   80.76   81.52       9880000     988   81.52
       5/1/1970   81.52   82.32   80.27   81.44       8290000     829   81.44
       5/4/1970   81.28   81.28   78.85   79.37      11450000    1145   79.37
       5/5/1970   79.37   79.83   78.02    78.6      10580000    1058    78.6
       5/6/1970    78.6   80.91   78.23   79.47      14380000    1438   79.47
       5/7/1970   79.47    80.6   78.89   79.83       9530000     953   79.83
       5/8/1970   79.83   80.15   78.71   79.44       6930000     693   79.44
      5/11/1970   79.44   79.72   78.29    78.6       6650000     665    78.6
      5/12/1970    78.6   79.15   77.06   77.85      10850000    1085   77.85
      5/13/1970   77.75   77.75   75.92   76.53      10720000    1072   76.53
      5/14/1970   76.53   76.64   74.03   75.44      13920000    1392   75.44
      5/15/1970   75.44   77.42   74.59    76.9      14570000    1457    76.9
      5/18/1970    76.9   77.68   76.07   76.96       8280000     828   76.96
      5/19/1970   76.96    77.2   75.21   75.46       9480000     948   75.46
      5/20/1970   75.35   75.35   73.25   73.52      13020000    1302   73.52
      5/21/1970   73.51   73.51   70.94   72.16      16710000    1671   72.16
      5/22/1970   72.16   73.42   71.42   72.25      12170000    1217   72.25
      5/25/1970   72.16   72.16   69.92   70.25      12660000    1266   70.25
      5/26/1970   70.25   71.17   68.61   69.29      17030000    1703   69.29
      5/27/1970   69.37   73.22   69.37   72.77      17460000    1746   72.77
      5/28/1970   72.77   75.44   72.59   74.61      18910000    1891   74.61
      5/29/1970   74.61   76.92   73.53   76.55      14630000    1463   76.55
       6/1/1970   76.55    78.4   75.84   77.84      15020000    1502   77.84
       6/2/1970   77.84   78.73   76.51   77.84      13480000    1348   77.84
       6/3/1970   77.84   79.22   76.97   78.52      16600000    1660   78.52
       6/4/1970   78.52   79.42   76.99   77.36      14380000    1438   77.36
       6/5/1970   77.36   77.48   75.25   76.17      12450000    1245   76.17
       6/8/1970   76.17   77.37    75.3   76.29       8040000     804   76.29
       6/9/1970   76.29   79.96   75.58   76.25       7050000     705   76.25
      6/10/1970   76.25   76.62   74.92   75.48       7240000     724   75.48
      6/11/1970   75.48   75.52   73.96   74.45       7770000     777   74.45
      6/12/1970   74.45   74.84   73.25   73.88       8890000     889   73.88
      6/15/1970   73.88   75.27   73.67   74.58       6920000     692   74.58
      6/16/1970   74.58   76.76   74.21   76.15      11330000    1133   76.15
      6/17/1970   76.15   78.04   75.63      76       9870000     987      76
      6/18/1970      76   77.17   74.99   76.51       8870000     887   76.51
      6/19/1970   76.51   78.05   76.31   77.05      10980000    1098   77.05
      6/22/1970   77.05   77.43   75.61   76.64       8700000     870   76.64
      6/23/1970   76.64   76.83   74.52   74.76      10790000    1079   74.76
      6/24/1970   74.76   75.42    73.4   73.97      12630000    1263   73.97
      6/25/1970   73.97   74.93    73.3   74.02       8200000     820   74.02
      6/26/1970   74.02   74.68   73.09   73.47       9160000     916   73.47
      6/29/1970   73.47   73.86   72.34   72.89       8770000     877   72.89
      6/30/1970   72.89   73.89   72.25   72.72       9280000     928   72.72
       7/1/1970   72.72   73.66   72.11   72.94       8610000     861   72.94
       7/2/1970   72.94   73.92   72.43   72.92       8440000     844   72.92
       7/6/1970   72.92   73.12   71.38   71.78       9340000     934   71.78
       7/7/1970   71.78   72.32   70.69   71.23      10470000    1047   71.23
       7/8/1970   71.23    73.3   70.99      73      10970000    1097      73
       7/9/1970      73   74.77   72.88   74.06      12820000    1282   74.06
      7/10/1970   74.06   75.21   73.49   74.45      10160000    1016   74.45
      7/13/1970   74.45   75.37   73.83   74.55       7450000     745   74.55
      7/14/1970   74.55   75.04   73.78   74.42       7360000     736   74.42
      7/15/1970   74.42   75.68   74.06   75.23       8860000     886   75.23
      7/16/1970   75.23   77.09   75.12   76.34      12200000    1220   76.34
      7/17/1970   76.37   78.23   76.37   77.69      13870000    1387   77.69
      7/20/1970   77.69   78.72   77.04   77.79      11660000    1166   77.79
      7/21/1970   77.79   77.94   76.39   76.98       9940000     994   76.98
      7/22/1970   76.98    78.2   76.22   77.03      12460000    1246   77.03
      7/23/1970   77.03   78.51   76.46      78      12460000    1246      78
      7/24/1970      78   78.48   76.96   77.82       9520000     952   77.82
      7/27/1970   77.82   78.27   77.07   77.65       7460000     746   77.65
      7/28/1970   77.65   78.35   76.96   77.77       9040000     904   77.77
      7/29/1970   77.77   78.81   77.28   78.04      12580000    1258   78.04
      7/30/1970   78.04   78.66   77.36   78.07      10430000    1043   78.07
      7/31/1970   78.07   79.03   77.44   78.05      11640000    1164   78.05
       8/3/1970   78.05   78.24   76.56   77.02       7650000     765   77.02
       8/4/1970   77.02   77.56   76.12   77.19       8310000     831   77.19
       8/5/1970   77.19   77.86   76.59   77.18       7660000     766   77.18
       8/6/1970   77.18   77.68   76.39   77.08       7560000     756   77.08
       8/7/1970   77.08   78.09   76.46   77.28       9370000     937   77.28
      8/10/1970   77.28    77.4   75.72    76.2       7580000     758    76.2
      8/11/1970    76.2   76.33   75.16   75.82       7330000     733   75.82
